"Alter","Geschlecht","Beruf","Bruttoeinkommen","Vermoegen","Kredithoehe","Kreditausfall"
36,"Mann","Angestellter",42432.08,96146.5157546846,22486.25,1
34,"Mann","Angestellter",73153.45,135982.943607107,24946.08,0
30,"Mann","Angestellter",68236.5,143395.189945548,348.32,0
55,"Frau","Beamter",101752.81,147243.504870529,56065.12,0
56,"Mann","Beamter",69919.75,154537.156594507,4393.43,0
64,"Frau","Selbstständiger",10381.41,35053.1532230085,23809.79,1
28,"Frau","Angestellter",38288.82,97082.6761072973,23811.83,1
46,"Mann","Angestellter",41749.12,153646.748630293,24920.99,0
60,"Frau","Angestellter",91231.17,153361.565695749,38800.46,0
43,"Mann","Angestellter",67514.13,157790.960161374,22176.75,0
62,"Mann","Selbstständiger",49524.43,87907.2545682437,26565.67,1
60,"Frau","Selbstständiger",15946.56,46087.0684899704,23811.34,1
37,"Frau","Angestellter",72639.66,188171.217441868,19472.38,0
63,"Frau","Angestellter",44088.53,136344.021721045,21449.26,0
52,"Frau","Beamter",84642.55,178876.812151121,45905.33,0
23,"Mann","Angestellter",63706.12,79440.620795428,32508.77,0
69,"Mann","Rentner",9941.11,28485.5522516893,23811.72,1
25,"Frau","Angestellter",53251.71,60313.4743081709,30549.26,1
52,"Mann","Angestellter",45161.79,142279.756603379,26416.11,1
51,"Mann","Angestellter",29485.06,79339.4709356159,23811.24,1
67,"Mann","Rentner",26819.23,76892.247743315,23810.12,1
38,"Mann","Angestellter",56068.35,137420.552246534,18390.68,0
20,"Mann","Angestellter",46253.93,148028.719812892,26930.36,0
21,"Frau","Angestellter",73559.68,65159.3516733162,34262.18,0
52,"Frau","Angestellter",64730.91,114107.008219511,37921.26,1
46,"Mann","Angestellter",38045.72,103332.934015108,23811.72,0
58,"Frau","Angestellter",26795.75,184868.434455534,23811.42,1
45,"Frau","Angestellter",55791.68,163282.355330862,33159.01,1
40,"Frau","Angestellter",113680.16,353897.899668837,16186.43,0
57,"Frau","Angestellter",65515.76,112758.998450334,13752.42,0
25,"Mann","Angestellter",73080.17,164227.130552956,18802.77,1
72,"Frau","Rentner",30366.13,109072.283023328,23811.62,1
66,"Frau","Rentner",23380.42,67339.0810776572,23810.19,1
41,"Frau","Angestellter",58447.9,146937.112213404,16352.71,0
45,"Mann","Angestellter",49404.72,169085.734020679,12768.84,0
29,"Frau","Angestellter",52501.43,268216.406369448,23608.67,0
58,"Mann","Angestellter",71958.19,110240.604787766,1148.64,0
61,"Frau","Angestellter",58677.89,97703.4684797374,35178.65,0
27,"Mann","Angestellter",35689.41,160816.764425142,23808.42,1
24,"Mann","Angestellter",36134.93,105610.960095923,23811,0
49,"Mann","Angestellter",22604.53,81621.1083472934,23811.71,1
35,"Frau","Angestellter",125381.17,226791.353261318,4141.22,0
34,"Mann","Angestellter",45697.24,129172.519379067,21351.19,1
27,"Frau","Angestellter",93559.99,108442.407564485,3504.28,0
31,"Mann","Angestellter",62724.78,168308.726864448,35222.69,0
55,"Frau","Angestellter",40950.02,109228.612542286,24487.41,1
25,"Mann","Angestellter",35775.12,73048.4521687233,23811.02,1
37,"Mann","Angestellter",27424.05,170537.161003471,23811.91,0
73,"Frau","Rentner",6525.48,27151.6384403621,23811.89,1
37,"Mann","Selbstständiger",103437.32,256243.739140526,53480.95,1
52,"Frau","Angestellter",43295.27,71265.5812206828,22656.2,1
29,"Frau","Angestellter",48606.53,126032.962968391,17615.99,1
30,"Frau","Angestellter",25025.74,44367.5417832923,23811.76,1
45,"Mann","Angestellter",38881.4,108678.676197094,23811.94,0
78,"Mann","Rentner",8869.68,42260.5326677354,23811.17,1
48,"Mann","Angestellter",86451.58,185644.317867858,49573.85,0
46,"Frau","Angestellter",71757.11,258566.241132974,4993.57,0
38,"Mann","Angestellter",69700.76,199983.039350529,30904.39,0
52,"Frau","Angestellter",18773.36,125606.091819241,23808.96,1
32,"Mann","Selbstständiger",29779.38,79743.7599430379,23811.82,1
53,"Frau","Angestellter",68080.43,165032.514406563,26971.23,0
43,"Frau","Angestellter",63920.73,240018.481454976,7377.04,0
39,"Frau","Angestellter",77908.25,207222.746489763,35878.99,0
71,"Mann","Rentner",9442.96,65737.8005400348,23810.82,1
67,"Mann","Rentner",19539.59,64272.200765121,23811.57,1
55,"Mann","Angestellter",107584.69,164911.746744453,31085.29,0
39,"Mann","Selbstständiger",96928.73,302672.696691415,51768.6,1
51,"Frau","Angestellter",60590.98,144551.547236254,12499.14,0
71,"Frau","Rentner",12943.72,40237.2400686087,23811.63,1
56,"Frau","Angestellter",31143.77,127135.927105612,23811.71,1
71,"Frau","Rentner",8731.22,90186.0014507297,23809.82,1
72,"Frau","Rentner",15167.66,85283.1908880963,23811.92,1
42,"Mann","Angestellter",85323.81,229105.892080829,8296.34,0
25,"Frau","Angestellter",42361.66,95086.8279032992,25372.06,1
33,"Frau","Angestellter",59062.17,145692.806051332,23868.7,0
74,"Frau","Rentner",9700.76,24803.9748363252,23811.33,1
62,"Frau","Angestellter",77472.44,80902.4325867666,27437.57,0
61,"Mann","Angestellter",42802.43,85322.4966508699,24424.98,0
36,"Mann","Angestellter",102752.51,259086.229545952,60057.84,0
32,"Mann","Angestellter",163488.12,296503.839065573,1995.41,0
35,"Mann","Angestellter",34317.08,149301.203285681,23810.27,0
33,"Frau","Angestellter",104430.62,226629.82009794,7667.43,0
39,"Frau","Angestellter",35661.33,113798.116570772,23808.74,1
20,"Frau","Angestellter",96777.76,107797.32751558,47576.35,0
63,"Frau","Angestellter",41727.85,91387.7163716768,21247.09,1
62,"Frau","Angestellter",134339.62,144520.575648641,33805.2,0
70,"Frau","Rentner",10039.43,25170.5239405316,23810.44,1
53,"Frau","Angestellter",84706,202837.948877361,6534.44,0
51,"Mann","Angestellter",112370.77,266257.005048809,528.72,0
62,"Frau","Angestellter",41786,96254.8753568226,25030.07,1
71,"Frau","Rentner",16151.51,55257.5267432882,23811.85,1
52,"Frau","Angestellter",75527.25,152217.990104794,24899.73,0
40,"Frau","Beamter",79172.42,262046.708838981,47465.34,0
59,"Frau","Angestellter",61652.74,85559.087963205,36810.08,1
29,"Mann","Angestellter",106735.76,140402.092736186,22469.19,0
48,"Frau","Angestellter",120326.53,217623.657943768,40526.99,0
54,"Mann","Angestellter",93653.67,223892.201087527,21897.74,0
30,"Frau","Beamter",93063.37,131689.303843491,52213.11,0
53,"Frau","Selbstständiger",85300.41,173834.423554504,5921.87,1
23,"Mann","Angestellter",95500.24,191823.132127288,56258.84,0
33,"Mann","Angestellter",131863.34,191814.023553825,4574.3,0
36,"Mann","Angestellter",71078.44,134915.792894814,21241.82,1
36,"Frau","Angestellter",39334.12,102516.084128275,23811.48,1
40,"Frau","Angestellter",64495.59,180769.436234955,1513.93,0
49,"Mann","Angestellter",110865.7,261952.556188723,106.38,0
33,"Mann","Angestellter",42787.04,102841.170093078,25420.99,1
21,"Mann","Angestellter",138306.62,84867.5107670315,25274.54,0
50,"Frau","Angestellter",53356.7,190592.150219693,12721.7,0
52,"Mann","Beamter",60146.63,201952.95888596,34701.84,0
30,"Frau","Angestellter",43079.76,102849.959662234,25847.79,1
44,"Mann","Angestellter",54527.68,124376.518845186,14391.38,0
54,"Mann","Selbstständiger",54276.48,147495.57115378,11522.3,1
41,"Frau","Angestellter",56026.22,173205.183511726,18477.81,0
56,"Mann","Angestellter",135554.1,244428.726571972,2476.79,0
51,"Mann","Angestellter",35456.31,119656.234589443,23811.2,1
39,"Frau","Angestellter",37509.64,233281.440060708,23809.4,0
67,"Frau","Rentner",16904.86,28204.9878410319,23811.94,1
66,"Frau","Rentner",4504.95,86065.3410287186,23811.92,1
35,"Mann","Angestellter",37924.35,85224.7278487735,23811.92,1
44,"Frau","Angestellter",21086.59,202395.262997349,23811.92,0
30,"Mann","Angestellter",43855.99,67976.5871550499,23122.88,1
34,"Mann","Angestellter",59574.77,126716.421442208,5980.47,1
23,"Mann","Angestellter",48431.26,178666.176364978,28737.15,0
56,"Mann","Angestellter",68453.8,140758.464122336,39610.45,0
53,"Mann","Angestellter",29644.56,69303.2636166143,23810.93,1
64,"Mann","Angestellter",36254.16,49537.9139406233,23811.93,1
31,"Mann","Angestellter",83908.3,220912.899417056,3219.82,0
26,"Frau","Angestellter",106274.45,77889.8948015901,4067.34,0
35,"Frau","Angestellter",53234.52,132954.666921548,24601.56,0
33,"Mann","Angestellter",73917.83,111538.505516713,20859.73,0
71,"Frau","Rentner",18896.57,43604.8150842972,23811.64,1
65,"Frau","Rentner",4410.29,89615.3785935409,23811.94,1
36,"Frau","Angestellter",149676.85,328934.792208136,23789.03,0
64,"Frau","Angestellter",55289.6,85045.2788260338,29912.12,1
60,"Frau","Angestellter",44941.32,106476.304019185,26146.13,0
59,"Mann","Angestellter",67492.04,110308.653409149,23027.02,0
40,"Frau","Angestellter",61650.63,242684.58745522,24924.38,0
33,"Frau","Beamter",53647.2,149846.721128675,31933.79,0
36,"Mann","Angestellter",110170.32,247274.467583221,2893.69,0
47,"Mann","Angestellter",67087.63,171915.881175511,8586.08,0
49,"Mann","Angestellter",109519.8,251478.204721002,11558.07,0
57,"Mann","Angestellter",40573.95,74574.1671933292,21478.4,1
52,"Mann","Angestellter",115664.5,225648.897274595,1664.98,0
40,"Frau","Angestellter",71972.61,161966.244610801,1988,0
64,"Frau","Angestellter",103779.59,121800.238220133,14061.81,0
51,"Mann","Beamter",61091.97,205101.083853994,24637.08,0
59,"Mann","Beamter",59328.86,96405.199354855,21976.2,0
26,"Frau","Angestellter",45892.14,53990.9508611204,27483.28,1
38,"Frau","Angestellter",62094.21,197915.398556634,37056.24,0
67,"Frau","Rentner",16896.18,59196.9658155774,23811.92,1
55,"Mann","Angestellter",28881.15,156002.960403183,23810.87,0
39,"Frau","Angestellter",53643.62,202722.044458769,31906.8,0
40,"Mann","Angestellter",112103.43,227004.606329692,411.1,0
33,"Mann","Selbstständiger",98330.97,180933.132859482,53961.74,1
70,"Mann","Rentner",15080.26,62257.7213316932,23811.92,1
57,"Mann","Angestellter",43279.04,73542.5108916918,19056.93,0
43,"Mann","Angestellter",63771.52,145326.292949429,24914.45,0
28,"Frau","Angestellter",35231.02,64643.0690033554,23809.88,1
37,"Mann","Angestellter",90617.25,158532.07749779,14342.82,0
49,"Mann","Angestellter",75918.17,157544.01157389,16832.56,0
59,"Frau","Angestellter",63144.72,121787.95673217,21544.62,0
46,"Mann","Selbstständiger",69710.02,150511.835689863,29069.23,1
36,"Mann","Angestellter",29001.18,54738.3183468587,23808.8,1
42,"Frau","Angestellter",67517.56,240370.901161433,16284.47,0
28,"Mann","Angestellter",53945.7,60694.8509288599,31669.25,0
64,"Mann","Angestellter",101771.36,149634.482843957,51554.2,0
79,"Frau","Rentner",30867.2,48301.6615790621,23811.28,1
35,"Frau","Angestellter",30996.19,131262.505392649,23811.77,0
20,"Frau","Angestellter",87240.59,66613.7206031745,9958.9,0
55,"Frau","Angestellter",45995.29,107308.97496277,27359.94,0
44,"Frau","Angestellter",63571.24,148172.286742189,8908.95,0
28,"Frau","Beamter",89068.48,114128.28790671,1220.28,0
62,"Frau","Angestellter",38438.34,97061.0950259745,23810.81,0
38,"Frau","Angestellter",130585.55,401251.005401202,75415.45,0
79,"Frau","Rentner",11919.04,44987.8985714198,23811.84,1
26,"Frau","Angestellter",45388.34,111682.910116387,26203.57,0
29,"Mann","Angestellter",78327.29,117424.774745311,9188.29,0
43,"Mann","Angestellter",59891.99,296726.266009057,26412.63,0
64,"Frau","Angestellter",93901.17,173411.491159878,32462.03,0
43,"Frau","Angestellter",168653.25,297012.663949387,778.72,0
44,"Frau","Angestellter",76312.92,213307.912316578,43723.57,0
62,"Frau","Angestellter",76171.16,101017.717648325,3078.23,0
48,"Frau","Angestellter",83287.58,178042.219706296,1256.77,0
73,"Mann","Rentner",30460.97,40637.5676443164,23811.77,1
49,"Frau","Angestellter",84851.21,162755.143944716,216.39,0
47,"Mann","Angestellter",43257.37,115541.548789915,25937.05,1
40,"Mann","Angestellter",115056.44,278466.485914358,23816.29,0
45,"Frau","Beamter",64011.86,152043.696648071,4300.96,0
78,"Mann","Rentner",4558.84,31386.6184033831,23805.53,1
43,"Frau","Angestellter",24111.36,71237.6515972209,23811,1
69,"Frau","Rentner",20293.75,66670.119310867,23811.28,1
42,"Frau","Angestellter",73898.32,174838.553054545,23007.74,0
52,"Frau","Angestellter",109048.46,252765.460299634,382.61,0
44,"Mann","Angestellter",138522.65,264164.64713323,61947.51,0
57,"Frau","Selbstständiger",98631.31,201371.463131636,52234.56,1
58,"Frau","Angestellter",27024.85,127568.172956304,23811.85,1
25,"Mann","Angestellter",64647.63,157617.290835561,38620.1,0
46,"Frau","Angestellter",46820.53,142096.146660985,26959.15,0
35,"Frau","Angestellter",72515.78,183942.43587905,43419.17,0
54,"Mann","Angestellter",110771.61,179782.382910599,30496.79,0
40,"Frau","Angestellter",25112.15,126374.9346345,23811.74,1
33,"Mann","Selbstständiger",83074.2,264841.737209616,14526.25,1
28,"Frau","Angestellter",35513.61,163367.801809461,23810.79,1
27,"Frau","Selbstständiger",57331.07,225156.612061506,8684.9,1
46,"Frau","Angestellter",41619.5,85934.412674896,22354.79,1
39,"Mann","Beamter",43803.35,171622.924182217,21265.9,1
46,"Mann","Beamter",67322.45,138849.665554179,26067.1,0
49,"Frau","Angestellter",50138.91,99890.0511735113,24738.48,0
46,"Frau","Angestellter",63538.19,204279.852692721,11409.48,0
55,"Mann","Angestellter",34933.37,82248.1081585766,23811.7,1
39,"Frau","Angestellter",48300.44,137685.849768577,25960.46,1
45,"Mann","Angestellter",100906.36,254771.163462374,32519.82,0
42,"Mann","Angestellter",30430.43,143030.438372004,23811.28,1
47,"Frau","Selbstständiger",44125.33,98978.5746493093,19761.27,1
31,"Frau","Angestellter",45928.89,125348.645623722,21974.74,1
28,"Mann","Angestellter",53735.39,64214.2100771364,29713.9,1
42,"Frau","Angestellter",33430.8,90632.9933345508,23810.98,1
51,"Frau","Angestellter",117894.77,250024.924621402,14142.25,0
50,"Frau","Angestellter",60992.59,132740.449341188,18132.38,1
66,"Frau","Rentner",20192.05,81946.7913382687,23810.19,1
60,"Frau","Angestellter",36304.75,109224.719044237,23811.17,0
40,"Frau","Angestellter",34652.39,108512.044020046,23811.49,0
22,"Frau","Angestellter",84457.2,95909.8088143641,2526.9,0
67,"Mann","Rentner",26195.06,80112.7335001241,23810.92,1
27,"Frau","Angestellter",47801.56,102603.084286785,28009.24,1
53,"Mann","Angestellter",52425.95,223163.587654323,20628.71,0
53,"Frau","Angestellter",53679.35,135118.398846521,22703.24,0
62,"Mann","Angestellter",45286.68,103926.537872646,26936.45,1
46,"Frau","Angestellter",38553.6,201541.084688934,23811.82,0
47,"Mann","Selbstständiger",34419.64,124612.296233119,23811.9,1
33,"Frau","Angestellter",65837.88,149643.145404975,22830.52,1
38,"Mann","Angestellter",79136.85,223785.739215778,12914.33,0
45,"Mann","Angestellter",24819.27,74548.8478434076,23810.69,1
41,"Mann","Angestellter",33151.29,88704.7405364928,23811.84,0
41,"Frau","Angestellter",34583.15,163225.536539242,23811.84,1
31,"Frau","Angestellter",54382.91,97266.3794275782,16789.97,0
41,"Frau","Angestellter",54975.8,106317.382227596,12650.1,0
37,"Mann","Angestellter",81049.4,142198.2884784,34068.5,0
58,"Mann","Selbstständiger",44750.66,124459.428882438,24201.95,1
62,"Mann","Angestellter",31882.11,90607.250432292,23810.59,1
34,"Frau","Angestellter",52050.61,99810.8071045413,24075.51,0
62,"Mann","Angestellter",32570.29,156389.597477091,23809.84,0
49,"Mann","Angestellter",48132.6,148625.843731613,27913.47,1
50,"Mann","Selbstständiger",63602.26,184058.585678186,11102.4,1
66,"Frau","Rentner",7180.59,21561.5825270963,23810.16,1
34,"Mann","Angestellter",33810.18,49185.382975031,23811.75,1
57,"Mann","Angestellter",72809.39,136833.461331305,8365.68,1
47,"Mann","Angestellter",98164.28,194721.650096435,9141.96,0
41,"Mann","Selbstständiger",84858.93,168209.20061333,49516.88,1
29,"Frau","Angestellter",31051.67,71598.6639239219,23811.94,0
53,"Mann","Angestellter",80242.92,233200.909754459,248.75,0
24,"Mann","Angestellter",39175.3,76571.7047012584,23811.8,0
34,"Mann","Angestellter",60994.39,107307.348900243,27263.84,0
35,"Mann","Beamter",51863.81,165157.520138661,22440.19,0
44,"Mann","Angestellter",93285.87,216609.827318791,50303.64,0
43,"Frau","Angestellter",115063,309441.663175568,1265.38,0
63,"Mann","Angestellter",69291.62,100029.217159359,20891.39,0
55,"Mann","Angestellter",53054.74,121362.809154398,29671.02,0
63,"Frau","Angestellter",112749.23,173567.735817027,42971.33,0
62,"Mann","Beamter",68017.93,105201.433563782,14198.28,0
56,"Mann","Angestellter",26320.93,58899.9621963527,23811.55,1
65,"Mann","Rentner",12182.12,44136.5584303315,23811.79,1
56,"Mann","Angestellter",123024.66,208651.786397605,1501.37,0
57,"Mann","Angestellter",75160.92,80805.478149903,30138.45,1
35,"Mann","Angestellter",56742.67,204014.226059467,17107.81,0
58,"Frau","Angestellter",44994.49,115221.79321724,25073.24,1
38,"Frau","Angestellter",59294.5,147454.876200957,29924.52,0
45,"Frau","Angestellter",55644.98,116727.938787851,32378.73,0
36,"Mann","Angestellter",62454.26,184673.684857332,17622.61,0
71,"Frau","Angestellter",63103.87,76205.422625357,5527.12,0
47,"Mann","Beamter",99345.43,239087.50947263,928.54,0
44,"Mann","Angestellter",82621.83,270679.006891403,11282.84,0
31,"Mann","Selbstständiger",67860.26,188451.237151727,36872.4,1
61,"Mann","Angestellter",42166.43,80176.1841460548,24899.88,1
71,"Mann","Rentner_Pension",48485.23,148666.384630755,22850.58,0
22,"Mann","Angestellter",85880.98,265314.215351175,39972.89,0
60,"Mann","Selbstständiger",33350.38,124697.584089929,23811.8,1
52,"Mann","Angestellter",79151.92,182312.608953041,30923.99,0
61,"Mann","Angestellter",32062.55,81491.6289469532,23810.65,1
38,"Frau","Angestellter",87983.97,170318.263452763,2812.59,0
34,"Mann","Angestellter",85525.87,185307.808235706,6709.09,0
42,"Frau","Angestellter",33649.23,133173.546906869,23811.81,0
40,"Frau","Angestellter",63885.83,185541.344971171,23895.28,1
60,"Mann","Angestellter",57041.87,91320.2680293524,19885.17,1
70,"Frau","Angestellter",48236.52,82543.2028685392,25975.13,1
30,"Frau","Angestellter",72169.71,110023.543990146,31144.86,0
53,"Frau","Angestellter",33440.7,71720.4565424997,23811.57,0
40,"Frau","Angestellter",64425.75,182786.283658119,27816.97,1
48,"Frau","Angestellter",100003.18,297283.543874158,7614.79,0
43,"Mann","Angestellter",56555.4,118503.319266337,7504.06,1
57,"Mann","Angestellter",43194.46,68237.4848026554,25902.34,1
51,"Mann","Angestellter",34265.73,144599.245758401,23811.41,0
49,"Mann","Selbstständiger",78092.66,190975.431708391,18401.77,1
32,"Frau","Angestellter",94488.6,213855.62945907,56028.97,0
29,"Frau","Angestellter",101085.72,238318.277661051,40394.27,0
50,"Frau","Angestellter",27813.68,144975.158392843,23811.6,0
48,"Mann","Angestellter",71727.58,171685.039598073,41484.88,1
59,"Mann","Angestellter",35968.57,91783.5869874101,23809.01,1
55,"Frau","Angestellter",104711,172004.100970931,40648.15,0
76,"Mann","Rentner",12028.63,58540.5765613593,23810.34,1
53,"Frau","Angestellter",46336.8,87811.1321016126,27788.83,1
40,"Frau","Angestellter",117041.37,413582.808334131,57441.15,0
33,"Frau","Angestellter",66502.33,110312.287699143,26735.22,0
34,"Frau","Angestellter",89312.99,284384.859882484,14958,0
60,"Frau","Angestellter",24020.94,55793.0014338113,23811.6,1
46,"Mann","Angestellter",41745.6,97993.8757884101,24770.29,1
46,"Frau","Angestellter",43465.1,219206.768050366,16546.29,0
54,"Mann","Angestellter",75010.72,182633.722784655,22086.67,0
59,"Mann","Angestellter",21843.45,90528.568696249,23811.07,1
32,"Frau","Angestellter",44915.94,88805.9406829879,26938.01,1
36,"Frau","Angestellter",67679.03,150921.389381255,37230.78,1
35,"Frau","Beamter",83995.09,280575.481704781,7929.4,0
38,"Frau","Angestellter",88280.58,207269.936978679,47476.35,0
34,"Mann","Selbstständiger",77636.3,211981.389393272,46330.08,0
54,"Mann","Selbstständiger",68010.72,267743.979583524,40800.31,1
51,"Frau","Angestellter",55954.04,172047.041996464,32182.48,1
64,"Mann","Angestellter",36096.55,61980.1500575604,23810.25,1
55,"Frau","Angestellter",59754.54,108585.909336488,35596.95,1
64,"Mann","Selbstständiger",43175.43,103400.235327222,23644.8,1
52,"Mann","Angestellter",97793.57,216910.310417991,108.15,0
25,"Frau","Angestellter",31334.04,43074.5148635594,23811.17,1
59,"Frau","Selbstständiger",112356.6,262969.997368181,531.1,0
20,"Mann","Beamter",94826.8,38339.094709882,1908.29,0
30,"Mann","Angestellter",54609.83,126118.678466615,26009.9,0
58,"Frau","Selbstständiger",35144.06,104078.560149274,23811.85,1
24,"Frau","Selbstständiger",18322.51,178386.012127616,23811.67,1
29,"Mann","Angestellter",31078.17,158500.772673869,23811.51,1
57,"Mann","Angestellter",152385.54,266162.376818766,50916.73,0
67,"Mann","Rentner",34497.32,81642.8295174466,23810.06,1
52,"Mann","Angestellter",27041.5,88615.828704154,23808.52,1
51,"Mann","Angestellter",53771.29,182348.323330387,29009.85,1
70,"Frau","Rentner",13474.38,27629.7321548032,23810.14,1
56,"Mann","Angestellter",36640.66,75460.4169420096,23811.9,0
71,"Frau","Rentner",29007.84,53314.6300327709,23811.11,1
57,"Frau","Angestellter",86294.16,135740.493915692,14459.47,0
51,"Frau","Beamter",120381.44,242169.102406115,2430.99,0
40,"Mann","Angestellter",58819.94,310192.203346065,33541.12,0
69,"Mann","Selbstständiger",38548.18,56996.8198837487,23811.92,1
65,"Frau","Angestellter",48201.27,78092.2195345466,10631.11,1
44,"Frau","Angestellter",69213.15,164256.409320317,40711.28,0
55,"Mann","Angestellter",126373.13,220904.299761765,28408.56,0
24,"Mann","Angestellter",53134.72,235045.750232567,30672.33,0
30,"Mann","Angestellter",89699.14,141032.853332277,15753.45,0
69,"Frau","Rentner",10872.58,67493.3932325082,23810.76,1
58,"Frau","Angestellter",81275.99,164095.413184557,26765.34,0
34,"Frau","Angestellter",48144.15,211209.599711117,23592.8,0
30,"Frau","Angestellter",45486.18,78659.4818597462,17601.85,0
53,"Mann","Angestellter",44729.39,228155.123669911,25658.25,0
23,"Mann","Angestellter",67268.38,111635.751044435,37171.49,1
69,"Frau","Rentner",7613.37,90883.9291318038,23810.98,1
57,"Mann","Angestellter",15520.35,44875.5679987272,23811.74,1
51,"Mann","Selbstständiger",25315.91,102199.668988059,23810.19,1
53,"Frau","Beamter",71731.76,157711.27637433,7601.59,0
52,"Frau","Angestellter",165920.92,301053.84398657,161.53,0
22,"Mann","Angestellter",47967.13,59175.4583909022,22101.51,1
25,"Frau","Angestellter",24800.33,56413.7751793397,23811.94,1
30,"Frau","Angestellter",33485.56,118251.373542239,23810.82,1
26,"Frau","Angestellter",140823.32,123523.647891089,9284.89,0
24,"Mann","Angestellter",43041.69,78374.5808119123,22724.02,1
49,"Mann","Selbstständiger",47485.48,126522.473098791,24328.56,1
60,"Mann","Selbstständiger",104024.46,143755.544244037,54664.62,1
37,"Mann","Angestellter",31050.35,130960.988049369,23811.43,1
61,"Mann","Angestellter",54980.79,122189.73433591,20370.37,1
53,"Mann","Angestellter",37229.89,112676.485359411,23811.72,1
46,"Frau","Selbstständiger",48671.01,137147.475495615,21437.17,1
27,"Mann","Beamter",109397.57,120599.125869035,3425.21,0
46,"Frau","Angestellter",74393.7,164695.497069042,13698.4,0
48,"Mann","Angestellter",22772.96,121629.973155729,23811.85,1
58,"Frau","Angestellter",64171.49,149028.02810515,18239.14,1
37,"Frau","Angestellter",36437.94,76096.5665711686,23811.33,0
44,"Mann","Selbstständiger",67130.31,127360.88741125,14113.47,1
64,"Mann","Angestellter",43810.23,105421.830676233,25344.51,1
53,"Mann","Angestellter",39566.71,220024.000357174,23810.47,1
73,"Frau","Rentner",53081,104776.572995772,24513.73,1
48,"Frau","Angestellter",53531.44,129387.541149672,30711.34,1
65,"Mann","Rentner_Pension",38770.95,68452.9160173259,23811.83,1
38,"Mann","Angestellter",152953.33,299598.303922236,11806.54,0
37,"Mann","Angestellter",46993.55,185933.368438141,27021.43,0
23,"Frau","Angestellter",40610.33,102962.125766989,24154.46,0
58,"Mann","Selbstständiger",46514.04,78019.7727690695,27777.89,1
61,"Frau","Selbstständiger",31404.86,45176.3140501757,23810.61,1
31,"Mann","Angestellter",58528.38,137332.326257737,18376.81,0
42,"Frau","Selbstständiger",60115.1,131961.08908909,14812.22,1
39,"Mann","Angestellter",56472.34,183651.639635628,28864.41,0
46,"Mann","Angestellter",36824.76,133174.282447678,23809,0
77,"Mann","Angestellter",63944.11,62256.5135346401,19016.29,1
51,"Frau","Angestellter",95990.45,183668.606124287,50242.2,0
35,"Mann","Angestellter",44807.68,107795.065145415,24765.44,0
61,"Mann","Angestellter",31012.17,54693.1488791544,23810.04,1
55,"Mann","Angestellter",40397.8,75099.2690099626,23147.67,1
54,"Mann","Angestellter",76997.43,157271.743617098,9777.07,0
56,"Frau","Angestellter",69519.34,107710.547123548,16815.95,0
66,"Mann","Rentner",10767.75,50579.1064624618,23811.06,1
62,"Frau","Angestellter",44016.41,114053.55401099,25090.02,1
53,"Mann","Angestellter",34634.87,78709.4071505558,23808.23,1
60,"Frau","Angestellter",50945.08,68086.541490966,16324.19,1
56,"Frau","Angestellter",72418.52,104760.557401808,36692.35,1
31,"Frau","Angestellter",26209.87,66216.0087125845,23810.84,1
56,"Mann","Angestellter",74932.12,158142.772838,12297.9,0
66,"Mann","Selbstständiger",98251.41,131130.489098383,2355.08,0
37,"Mann","Angestellter",30543.79,183252.796669526,23811.38,0
38,"Mann","Angestellter",33266.47,114400.187953,23811.87,1
62,"Mann","Angestellter",106596.37,183297.159101306,20347.82,0
52,"Mann","Angestellter",60995.78,208283.012078407,1569.77,0
21,"Frau","Angestellter",56672.12,127006.583458708,33905.46,0
33,"Frau","Angestellter",80649.41,158641.52775363,1413.01,1
60,"Frau","Angestellter",76859.28,146458.889661998,39649.8,0
54,"Mann","Angestellter",88834.38,186046.54531169,34801.53,0
63,"Frau","Angestellter",87032.2,189097.991894083,29530.44,0
68,"Mann","Rentner",21035.49,39059.2350166552,23811.79,1
74,"Mann","Rentner",14817.7,67772.9424478252,23811.54,1
37,"Mann","Angestellter",72275.39,153539.620174963,32514.52,0
28,"Mann","Selbstständiger",132460.96,121610.920398716,4665.03,0
38,"Frau","Angestellter",68934.49,180958.953530144,23860.17,0
53,"Mann","Angestellter",30458.68,69732.7335174241,23809,1
34,"Frau","Angestellter",54247.65,327958.039390254,31826.75,0
46,"Frau","Angestellter",102631.71,185786.649682686,12552.37,0
62,"Mann","Angestellter",85694.26,307292.333950677,32991.97,0
35,"Mann","Angestellter",76471.23,149467.835083817,30328.47,0
33,"Frau","Angestellter",51033.05,159635.551499071,28739.93,1
30,"Mann","Angestellter",75335.95,104958.359338808,15069.85,0
28,"Mann","Angestellter",94319.57,108538.657455476,49569.9,0
58,"Mann","Angestellter",80537.61,133859.081571876,26741.17,0
34,"Mann","Selbstständiger",28805.83,94689.4146128594,23811.88,1
33,"Mann","Angestellter",41931.47,91706.2126502859,25146.01,1
61,"Frau","Selbstständiger",19955.28,51101.9542888899,23811.61,1
27,"Frau","Angestellter",88451.19,189805.320491515,2304.15,0
36,"Frau","Angestellter",55415.55,117190.799709171,33094.51,0
25,"Frau","Angestellter",121075.78,190159.058791869,20671.68,0
55,"Mann","Angestellter",30538.92,63871.6921955636,23809.32,1
32,"Frau","Angestellter",88830.88,159575.973264798,36455.82,1
58,"Mann","Angestellter",50865.02,103641.962439774,30493.04,0
